job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Data Architect,Senior-level,Remote,United States,160000,United States,Medium
Data Scientist,Mid-level,Hybrid,United States,108000,United States,Large
Machine Learning Manager,Senior-level,Remote,United States,200000,United States,Medium
Machine Learning Manager,Senior-level,Remote,United States,150000,United States,Medium
Data Engineer,Senior-level,Remote,United States,188700,United States,Medium
Data Engineer,Senior-level,Remote,United States,160395,United States,Medium
Data Scientist,Senior-level,Remote,United States,198440,United States,Medium
Data Scientist,Senior-level,Remote,United States,144000,United States,Medium
Applied Scientist,Senior-level,Remote,United States,191475,United States,Medium
Applied Scientist,Senior-level,Remote,United States,141525,United States,Medium
Lead Data Scientist,Senior-level,Remote,United States,156868,United States,Large
Data Analyst,Senior-level,Remote,United States,90000,United States,Medium
Data Engineer,Senior-level,Remote,United States,200000,United States,Medium
Data Engineer,Senior-level,Remote,United States,180000,United States,Medium
Analytics Engineer,Mid-level,Remote,United States,108000,United States,Medium
Analytics Engineer,Mid-level,Remote,United States,85000,United States,Medium
Data Engineer,Senior-level,Remote,United States,165000,United States,Medium
Data Engineer,Senior-level,Remote,United States,132000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,130000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,110000,United States,Medium
Data Analytics Engineer,Mid-level,Remote,United States,135000,United States,Large
Data Engineer,Senior-level,Remote,United States,178800,United States,Large
Data Engineer,Senior-level,Remote,United States,132100,United States,Large
Data Analyst,Entry-level,Hybrid,Costa Rica,20000,United States,Medium
Data Engineer,Senior-level,Remote,United States,160000,United States,Medium
Data Engineer,Senior-level,Remote,United States,85000,United States,Medium
ETL Developer,Senior-level,Remote,United States,250000,United States,Medium
ETL Developer,Senior-level,Remote,United States,63000,United States,Medium
Data Engineer,Executive-level,Remote,United States,187200,United States,Medium
Data Engineer,Executive-level,Remote,United States,116100,United States,Medium
Data Engineer,Senior-level,Remote,United States,145000,United States,Medium
Data Engineer,Senior-level,On-site,United States,229998,United States,Large
Data Engineer,Senior-level,On-site,United States,154545,United States,Large
Data Scientist,Senior-level,On-site,United States,215000,United States,Large
Data Scientist,Senior-level,On-site,United States,159000,United States,Large
AI Scientist,Entry-level,Remote,United States,50000,United States,Medium
Data Scientist Lead,Senior-level,Remote,United States,183000,United States,Large
Data Analyst,Senior-level,Remote,United States,99750,United States,Medium
Data Analyst,Senior-level,Remote,United States,68400,United States,Medium
Data Scientist,Senior-level,Remote,United States,236900,United States,Large
Data Scientist,Senior-level,Remote,United States,159200,United States,Large
Data Science Manager,Senior-level,Remote,United States,243225,United States,Medium
Data Science Manager,Senior-level,Remote,United States,179775,United States,Medium
Data Scientist,Senior-level,Remote,United States,128000,United States,Medium
Data Scientist,Senior-level,Remote,United States,191475,United States,Medium
Data Scientist,Senior-level,Remote,United States,141525,United States,Medium
Data Scientist,Senior-level,On-site,United States,218000,United States,Medium
Data Scientist,Senior-level,On-site,United States,145300,United States,Medium
ML Engineer,Senior-level,Remote,United States,195400,United States,Large
ML Engineer,Senior-level,Remote,United States,131300,United States,Large
Data Specialist,Entry-level,Remote,Chile,105000,United States,Large
Data Scientist,Senior-level,Remote,United States,207000,United States,Medium
Data Scientist,Senior-level,Remote,United States,153000,United States,Medium
Data Analyst,Senior-level,On-site,United States,99000,United States,Medium
Data Engineer,Senior-level,On-site,United States,195700,United States,Medium
Data Engineer,Senior-level,On-site,United States,130500,United States,Medium
ML Engineer,Senior-level,Remote,United States,130000,United States,Medium
ML Engineer,Senior-level,Remote,United States,84000,United States,Medium
Data Operations Engineer,Mid-level,Remote,United States,100000,United States,Medium
Data Operations Engineer,Mid-level,Remote,United States,60000,United States,Medium
Data Engineer,Senior-level,On-site,United States,141300,United States,Medium
Data Engineer,Senior-level,On-site,United States,102100,United States,Medium
Business Data Analyst,Mid-level,Remote,United States,150000,United States,Large
Data Analyst,Senior-level,Remote,United States,144000,United States,Medium
Data Analyst,Senior-level,Remote,United States,113000,United States,Medium
Data Architect,Senior-level,Remote,United States,195400,United States,Large
Data Architect,Senior-level,Remote,United States,131300,United States,Large
Machine Learning Engineer,Senior-level,Remote,United States,195400,United States,Large
Machine Learning Engineer,Senior-level,Remote,United States,131300,United States,Large
Data Engineer,Senior-level,Remote,United States,80000,United States,Medium
NLP Engineer,Mid-level,Remote,India,60000,United States,Small
Data Engineer,Senior-level,Remote,United States,105000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,190000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,140000,United States,Medium
Data Scientist,Senior-level,Remote,United States,180000,United States,Large
Data Scientist,Senior-level,Remote,United States,165000,United States,Large
Applied Machine Learning Scientist,Senior-level,On-site,United States,108000,United States,Large
Data Scientist,Senior-level,On-site,United States,179400,United States,Medium
Data Scientist,Senior-level,On-site,United States,154000,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,193900,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,129300,United States,Medium
Data Science Manager,Executive-level,On-site,United States,222640,United States,Medium
Data Science Manager,Executive-level,On-site,United States,182160,United States,Medium
Data Engineer,Mid-level,On-site,United States,150000,United States,Medium
Data Engineer,Mid-level,On-site,United States,100000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,122500,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,100000,United States,Medium
Data Engineer,Executive-level,Remote,United States,297500,United States,Medium
Data Engineer,Executive-level,Remote,United States,260000,United States,Medium
Data Engineer,Senior-level,Remote,Spain,193000,United States,Medium
Data Scientist,Entry-level,On-site,United States,93000,United States,Medium
Data Scientist,Entry-level,On-site,United States,73000,United States,Medium
Data Scientist,Senior-level,Remote,United States,136994,United States,Medium
Data Scientist,Senior-level,Remote,United States,101570,United States,Medium
Data Analyst,Mid-level,Remote,United States,136000,United States,Medium
Data Analyst,Mid-level,Remote,United States,112000,United States,Medium
Data Scientist,Senior-level,Remote,United States,172000,United States,Medium
Data Engineer,Senior-level,On-site,United States,215000,United States,Medium
Data Engineer,Senior-level,On-site,United States,164000,United States,Medium
Data Analyst,Mid-level,Remote,United States,97500,United States,Large
Applied Scientist,Senior-level,Remote,United States,212800,United States,Medium
Applied Scientist,Senior-level,Remote,United States,142800,United States,Medium
Data Scientist,Senior-level,On-site,United States,151800,United States,Medium
Data Scientist,Senior-level,On-site,United States,130240,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,165000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,140250,United States,Medium
Data Scientist,Senior-level,Remote,United States,179400,United States,Medium
Data Scientist,Senior-level,Remote,United States,154000,United States,Medium
Financial Data Analyst,Mid-level,On-site,United States,75000,United States,Medium
Data Scientist,Senior-level,On-site,United States,191475,United States,Medium
Data Scientist,Senior-level,On-site,United States,141525,United States,Medium
Data Analyst,Senior-level,On-site,United States,115000,United States,Large
Data Operations Analyst,Senior-level,Remote,United States,81000,United States,Medium
Data Operations Analyst,Senior-level,Remote,United States,66000,United States,Medium
Data Analyst,Entry-level,Remote,United States,46000,United States,Large
Data Engineer,Entry-level,Remote,United States,80000,United States,Large
Machine Learning Scientist,Executive-level,Remote,United States,200000,United States,Small
Machine Learning Scientist,Executive-level,Remote,United States,180000,United States,Small
AI Scientist,Executive-level,Remote,United States,200000,United States,Small
Data Scientist,Senior-level,On-site,United States,204100,United States,Medium
Data Scientist,Senior-level,On-site,United States,136100,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,250000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,63000,United States,Medium
Data Specialist,Senior-level,Remote,United States,95000,United States,Medium
Data Specialist,Senior-level,Remote,United States,70000,United States,Medium
Applied Machine Learning Scientist,Mid-level,Remote,Bolivia,75000,United States,Medium
Data Analyst,Mid-level,On-site,United States,113000,United States,Large
Data Scientist,Senior-level,Remote,United States,170000,United States,Medium
Data Analytics Consultant,Mid-level,Remote,United States,113000,United States,Large
Product Data Analyst,Mid-level,Remote,United States,140000,United States,Medium
Data Scientist,Senior-level,On-site,United States,160000,United States,Large
Data Scientist,Senior-level,On-site,United States,119300,United States,Large
Research Scientist,Mid-level,Hybrid,United States,145000,United States,Large
Data Engineer,Senior-level,On-site,United States,90000,United States,Medium
ETL Developer,Senior-level,Remote,United States,146200,United States,Medium
ETL Developer,Senior-level,Remote,United States,124270,United States,Medium
Data Scientist,Mid-level,On-site,United States,225000,United States,Medium
Data Scientist,Mid-level,On-site,United States,160000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,245000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,180000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,203500,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,152000,United States,Medium
Data Engineer,Senior-level,On-site,United States,250000,United States,Medium
Data Engineer,Senior-level,On-site,United States,63000,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,Remote,United States,186000,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,Remote,United States,148800,United States,Medium
Data Scientist,Entry-level,On-site,United States,82000,United States,Large
Applied Machine Learning Scientist,Mid-level,Hybrid,United States,173000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,186000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,148800,United States,Medium
Data Science Manager,Mid-level,Remote,United States,158000,United States,Medium
Data Science Manager,Mid-level,Remote,United States,134000,United States,Medium
Analytics Engineer,Executive-level,Remote,United States,200000,United States,Medium
Analytics Engineer,Executive-level,Remote,United States,150000,United States,Medium
Data Analyst,Senior-level,On-site,United States,216200,United States,Medium
Data Analyst,Senior-level,On-site,United States,144100,United States,Medium
ETL Developer,Senior-level,On-site,United States,250000,United States,Medium
ETL Developer,Senior-level,On-site,United States,63000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,135000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,85000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,206000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,175100,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,189650,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,164996,United States,Medium
Data Engineer,Senior-level,Remote,United States,154000,United States,Medium
Data Engineer,Senior-level,Remote,United States,126000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,200000,United States,Large
Machine Learning Engineer,Senior-level,Remote,United States,150000,United States,Large
Analytics Engineer,Senior-level,Remote,United States,135000,United States,Medium
Data Analyst,Senior-level,Remote,United States,117000,United States,Medium
Data Analyst,Senior-level,Remote,United States,99450,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,193900,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,129300,United States,Medium
Data Analyst,Senior-level,Remote,United States,175000,United States,Medium
Data Analyst,Senior-level,Remote,United States,130000,United States,Medium
Data Engineer,Senior-level,On-site,United States,188100,United States,Medium
Data Engineer,Senior-level,On-site,United States,139860,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,248700,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,167100,United States,Medium
Data Scientist,Senior-level,On-site,United States,205000,United States,Medium
Data Architect,Senior-level,On-site,United States,141300,United States,Medium
Data Architect,Senior-level,On-site,United States,102100,United States,Medium
Data Architect,Senior-level,On-site,United States,250000,United States,Medium
Data Architect,Senior-level,On-site,United States,63000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,189500,United States,Large
Data Science Manager,Senior-level,Remote,United States,140100,United States,Large
Data Engineer,Senior-level,Remote,United States,177600,United States,Large
Data Engineer,Senior-level,Remote,United States,131300,United States,Large
Data Engineer,Mid-level,On-site,United States,24000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,202900,United States,Large
Data Engineer,Senior-level,Remote,United States,115000,United States,Medium
Machine Learning Engineer,Entry-level,Hybrid,United States,115000,United States,Large
Machine Learning Engineer,Mid-level,On-site,United States,193900,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,129300,United States,Medium
Data Scientist,Senior-level,Remote,United States,140000,United States,Large
Data Analyst,Mid-level,On-site,United States,216200,United States,Medium
Data Analyst,Mid-level,On-site,United States,144100,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,216000,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,144000,United States,Medium
Data Analyst,Entry-level,Remote,United States,150000,United States,Large
Analytics Engineer,Senior-level,Remote,Argentina,48000,United States,Small
Data Science Manager,Executive-level,On-site,United States,260500,United States,Medium
Data Science Manager,Executive-level,On-site,United States,175100,United States,Medium
Data Analyst,Entry-level,Remote,United States,55000,United States,Small
Data Analyst,Mid-level,Remote,United States,130000,United States,Medium
Data Engineer,Senior-level,On-site,United States,206699,United States,Medium
Data Engineer,Senior-level,On-site,United States,99100,United States,Medium
Analytics Engineer,Mid-level,On-site,United States,200000,United States,Medium
Analytics Engineer,Mid-level,On-site,United States,54000,United States,Medium
Analytics Engineer,Entry-level,Hybrid,United States,130000,United States,Large
Data Engineer,Senior-level,On-site,United States,100000,United States,Large
Data Engineer,Senior-level,On-site,United States,80000,United States,Large
Data Scientist,Senior-level,On-site,United States,100000,United States,Large
Data Specialist,Senior-level,Remote,United States,221300,United States,Large
Data Specialist,Senior-level,Remote,United States,148700,United States,Large
Data Science Manager,Senior-level,On-site,United States,249260,United States,Medium
Data Science Manager,Senior-level,On-site,United States,185400,United States,Medium
Data Analyst,Senior-level,Remote,United States,128875,United States,Medium
Data Analyst,Senior-level,Remote,United States,93700,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,100000,United States,Medium
Data Analyst,Senior-level,Remote,United States,136260,United States,Medium
Data Analyst,Senior-level,Remote,United States,109280,United States,Medium
Data Scientist,Senior-level,Remote,United States,160000,United States,Large
Data Scientist,Senior-level,Remote,United States,92000,United States,Large
Data Engineer,Entry-level,Remote,United States,129000,United States,Large
Data Engineer,Entry-level,Remote,United States,86000,United States,Large
Business Data Analyst,Senior-level,Remote,United States,100000,United States,Large
AI Scientist,Mid-level,Remote,United States,200000,United States,Medium
Machine Learning Developer,Entry-level,Remote,United States,180000,United States,Large
Data Scientist,Mid-level,Remote,United States,153000,United States,Large
Data Analyst,Senior-level,Remote,United States,150075,United States,Medium
Data Analyst,Senior-level,Remote,United States,110925,United States,Medium
Machine Learning Engineer,Entry-level,On-site,United States,83000,United States,Large
Data Scientist,Senior-level,On-site,United States,186000,United States,Medium
Data Scientist,Senior-level,On-site,United States,148800,United States,Medium
Data Analyst,Senior-level,On-site,United States,112900,United States,Medium
Data Analyst,Senior-level,On-site,United States,90320,United States,Medium
ML Engineer,Senior-level,On-site,United States,240000,United States,Medium
ML Engineer,Senior-level,On-site,United States,160000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,300000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,200000,United States,Medium
AI Scientist,Mid-level,Remote,India,200000,United States,Large
AI Scientist,Mid-level,On-site,United States,120000,United States,Medium
Data Analyst,Senior-level,Remote,United States,112900,United States,Medium
Data Analyst,Senior-level,Remote,United States,90320,United States,Medium
Data Analytics Manager,Senior-level,Remote,United States,145000,United States,Medium
Data Analytics Manager,Senior-level,Remote,United States,105400,United States,Medium
Data Scientist,Senior-level,Remote,United States,215300,United States,Large
Data Scientist,Senior-level,Remote,United States,158200,United States,Large
Data Engineer,Senior-level,Remote,United States,209100,United States,Large
Data Engineer,Senior-level,Remote,United States,154600,United States,Large
Data Analyst,Senior-level,On-site,United States,115934,United States,Medium
Data Analyst,Senior-level,On-site,United States,81666,United States,Medium
Data Engineer,Senior-level,Remote,United States,155000,United States,Medium
Data Analyst,Senior-level,On-site,United States,164000,United States,Medium
Data Analyst,Senior-level,On-site,United States,132000,United States,Medium
Data Scientist,Senior-level,Remote,United States,123000,United States,Medium
Data Engineer,Senior-level,Remote,United States,165400,United States,Medium
Data Engineer,Senior-level,Remote,United States,132320,United States,Medium
Data Architect,Senior-level,Remote,United States,208775,United States,Medium
Data Architect,Senior-level,Remote,United States,147800,United States,Medium
Data Engineer,Senior-level,Remote,United States,136994,United States,Medium
Data Engineer,Senior-level,Remote,United States,101570,United States,Medium
Data Engineer,Senior-level,Remote,United States,183600,United States,Large
Data Engineer,Senior-level,Remote,United States,100800,United States,Large
Data Scientist,Senior-level,On-site,United States,215300,United States,Large
Data Scientist,Senior-level,On-site,United States,140400,United States,Large
Data Scientist,Senior-level,Remote,United States,260000,United States,Medium
Data Engineer,Mid-level,On-site,United States,82900,United States,Medium
Data Engineer,Mid-level,On-site,United States,63900,United States,Medium
Machine Learning Scientist,Mid-level,Remote,United States,160000,United States,Large
Machine Learning Scientist,Mid-level,Remote,United States,112300,United States,Large
Data Science Manager,Mid-level,Remote,United States,241000,United States,Medium
Data Science Manager,Mid-level,Remote,United States,159000,United States,Medium
Data Scientist,Senior-level,On-site,United States,80000,United States,Medium
Data Analyst,Mid-level,On-site,United States,58000,United States,Small
Data Engineer,Senior-level,On-site,United States,136000,United States,Medium
Data Engineer,Senior-level,On-site,United States,108800,United States,Medium
Data Engineer,Executive-level,Remote,United States,242000,United States,Medium
Data Engineer,Executive-level,Remote,United States,200000,United States,Medium
Data Scientist,Senior-level,Remote,United States,165220,United States,Medium
Data Scientist,Senior-level,Remote,United States,120160,United States,Medium
Data Analyst,Senior-level,Remote,United States,124190,United States,Medium
Data Engineer,Senior-level,On-site,United States,181940,United States,Medium
Data Engineer,Senior-level,On-site,United States,132320,United States,Medium
Data Engineer,Senior-level,On-site,United States,220110,United States,Medium
Data Engineer,Senior-level,On-site,United States,160080,United States,Medium
Data Scientist,Senior-level,On-site,United States,180000,United States,Large
Data Scientist,Senior-level,On-site,United States,120000,United States,Large
Data Analyst,Mid-level,On-site,United States,126500,United States,Medium
Data Analyst,Mid-level,On-site,United States,106260,United States,Medium
Data Analyst,Senior-level,On-site,United States,116000,United States,Medium
Data Analyst,Senior-level,Remote,United States,155000,United States,Medium
Data Analyst,Senior-level,Remote,United States,120600,United States,Medium
Data Scientist,Mid-level,On-site,United States,130000,United States,Medium
Data Scientist,Mid-level,On-site,United States,90000,United States,Medium
Data Engineer,Mid-level,Remote,United States,170000,United States,Medium
Data Analyst,Senior-level,Remote,United States,102100,United States,Medium
Data Analyst,Senior-level,Remote,United States,84900,United States,Medium
Data Scientist,Senior-level,Remote,United States,136620,United States,Medium
Data Scientist,Senior-level,Remote,United States,99360,United States,Medium
Data Scientist,Senior-level,Remote,United States,146000,United States,Medium
Data Analyst,Executive-level,Remote,United States,130000,United States,Medium
Data Analyst,Executive-level,Remote,United States,110000,United States,Medium
Data Analyst,Senior-level,Remote,United States,170000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,161342,United States,Medium
Data Science Manager,Senior-level,Remote,United States,137141,United States,Medium
Data Scientist,Senior-level,Remote,United States,167000,United States,Medium
Data Scientist,Senior-level,Remote,United States,211500,United States,Medium
Data Scientist,Senior-level,Remote,United States,138600,United States,Medium
Data Engineer,Senior-level,On-site,United States,160000,United States,Large
Data Engineer,Senior-level,On-site,United States,113000,United States,Large
Data Scientist,Senior-level,On-site,United States,95550,United States,Medium
Data Analyst,Mid-level,Remote,United States,167000,United States,Medium
Data Analyst,Mid-level,Remote,United States,115500,United States,Medium
Data Engineer,Senior-level,Remote,United States,243900,United States,Medium
Data Engineer,Senior-level,Remote,United States,156600,United States,Medium
Data Analyst,Senior-level,Remote,United States,136600,United States,Medium
Data Engineer,Senior-level,Remote,United States,128875,United States,Medium
Data Engineer,Senior-level,Remote,United States,93700,United States,Medium
Head of Data Science,Executive-level,Remote,United States,224000,United States,Medium
Head of Data Science,Executive-level,Remote,United States,167875,United States,Medium
Analytics Engineer,Executive-level,Remote,United States,175000,United States,Medium
Analytics Engineer,Executive-level,Remote,United States,135000,United States,Medium
Data Scientist,Senior-level,On-site,United States,205300,United States,Large
Data Scientist,Senior-level,Remote,United States,176000,United States,Medium
Data Engineer,Senior-level,Remote,United States,200100,United States,Medium
Data Engineer,Senior-level,On-site,United States,70500,United States,Medium
Data Engineer,Senior-level,On-site,United States,54000,United States,Medium
Data Scientist,Senior-level,On-site,United States,205300,United States,Medium
Data Scientist,Senior-level,On-site,United States,140400,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,205300,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,184700,United States,Medium
Data Engineer,Senior-level,Remote,United States,175100,United States,Medium
Data Engineer,Senior-level,Remote,United States,140250,United States,Medium
Data Analyst,Senior-level,Remote,United States,116150,United States,Medium
Data Analyst,Senior-level,Remote,United States,99050,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,214000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,192600,United States,Medium
Data Architect,Senior-level,Remote,United States,266400,United States,Medium
Data Architect,Senior-level,Remote,United States,213120,United States,Medium
Data Scientist,Mid-level,On-site,United States,141300,United States,Medium
Data Scientist,Mid-level,On-site,United States,102100,United States,Medium
Data Engineer,Mid-level,On-site,United States,206699,United States,Medium
Data Engineer,Mid-level,On-site,United States,99100,United States,Medium
Data Engineer,Senior-level,Remote,United States,110500,United States,Medium
Data Analyst,Senior-level,Remote,United States,80000,United States,Medium
Data Analyst,Senior-level,Remote,United States,60000,United States,Medium
Data Scientist,Senior-level,Remote,United States,230000,United States,Medium
Data Analytics Manager,Senior-level,Remote,United States,150260,United States,Medium
Data Analytics Manager,Senior-level,Remote,United States,109280,United States,Medium
Data Scientist,Mid-level,Remote,United States,160000,United States,Medium
Data Analyst,Senior-level,On-site,United States,129000,United States,Medium
Data Analyst,Senior-level,Remote,United States,69000,United States,Medium
Data Engineer,Senior-level,Remote,United States,25000,United States,Medium
Data Analyst,Senior-level,Remote,United States,126500,United States,Medium
Data Analyst,Senior-level,Remote,United States,106260,United States,Medium
Data Engineer,Senior-level,Remote,United States,220110,United States,Medium
Data Engineer,Senior-level,Remote,United States,160080,United States,Medium
Data Analyst,Senior-level,Remote,United States,105000,United States,Medium
Data Analyst,Mid-level,Remote,United States,135000,United States,Medium
Data Analyst,Mid-level,Remote,United States,50000,United States,Medium
Data Scientist,Senior-level,Remote,United States,220000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,220000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,120000,United States,Medium
Data Scientist,Mid-level,Remote,United States,200000,United States,Medium
Data Engineer,Executive-level,Remote,United States,324000,United States,Medium
Data Engineer,Executive-level,Remote,United States,216000,United States,Medium
Data Scientist,Senior-level,Remote,United States,185100,United States,Medium
Data Scientist,Senior-level,Remote,United States,104890,United States,Medium
Machine Learning Engineer,Mid-level,Remote,United States,120000,United States,Small
Applied Machine Learning Scientist,Mid-level,Remote,Bolivia,75000,United States,Large
Applied Data Scientist,Mid-level,Remote,United States,157000,United States,Large
Data Engineer,Entry-level,Remote,United States,65000,United States,Small
Head of Data,Senior-level,Remote,Malaysia,200000,United States,Medium
Data Scientist,Senior-level,Remote,United States,165000,United States,Medium
Machine Learning Scientist,Mid-level,Hybrid,United States,153000,United States,Medium
Data Scientist,Senior-level,Remote,Brazil,100000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,152500,United States,Medium
Research Scientist,Entry-level,Remote,United States,120000,United States,Large
Data Scientist,Mid-level,Remote,United States,135000,United States,Large
Data Analytics Lead,Senior-level,Remote,United States,405000,United States,Large
Applied Data Scientist,Senior-level,Remote,United States,380000,United States,Large
Applied Data Scientist,Senior-level,Remote,United States,177000,United States,Large
Data Scientist,Mid-level,Remote,Russia,48000,United States,Small
Data Scientist,Mid-level,Remote,Canada,100000,United States,Medium
Research Scientist,Senior-level,Hybrid,United States,144000,United States,Large
Financial Data Analyst,Entry-level,Hybrid,United States,100000,United States,Large
Data Engineer,Entry-level,Remote,United States,120000,United States,Medium
Computer Vision Engineer,Entry-level,On-site,United States,125000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United Arab Emirates,120000,United Arab Emirates,Small
Machine Learning Engineer,Senior-level,Remote,United Arab Emirates,65000,United Arab Emirates,Small
Data Scientist,Mid-level,Hybrid,Turkey,25000,Turkey,Medium
Data Analyst,Mid-level,Hybrid,Singapore,65257,Singapore,Medium
Research Engineer,Entry-level,Remote,Russia,16455,Russia,Medium
Data Science Manager,Executive-level,On-site,Uzbekistan,106000,Russia,Large
Data Engineer,Senior-level,On-site,Portugal,63040,Portugal,Medium
Data Engineer,Senior-level,On-site,Portugal,36773,Portugal,Medium
Data Engineer,Senior-level,On-site,Portugal,73546,Portugal,Medium
Data Engineer,Senior-level,On-site,Portugal,42026,Portugal,Medium
Lead Machine Learning Engineer,Senior-level,Remote,Portugal,69344,Portugal,Large
Lead Data Scientist,Senior-level,Hybrid,Portugal,29944,Portugal,Small
Machine Learning Infrastructure Engineer,Mid-level,Hybrid,Portugal,55685,Portugal,Large
ML Engineer,Entry-level,Remote,Portugal,21013,Portugal,Large
Machine Learning Engineer,Senior-level,Remote,Puerto Rico,200000,Puerto Rico,Medium
Machine Learning Engineer,Senior-level,Remote,Puerto Rico,135000,Puerto Rico,Medium
Data Engineer,Senior-level,Remote,Puerto Rico,200000,Puerto Rico,Medium
Data Engineer,Senior-level,Remote,Puerto Rico,135000,Puerto Rico,Medium
NLP Engineer,Mid-level,Remote,Poland,44365,Poland,Small
Data Scientist,Mid-level,Remote,Poland,33609,Poland,Large
Applied Data Scientist,Entry-level,Remote,Australia,40000,Pakistan,Medium
Data Analytics Engineer,Entry-level,On-site,Pakistan,20000,Pakistan,Medium
Applied Machine Learning Scientist,Mid-level,Remote,Italy,97712,Netherlands,Large
Data Engineer,Entry-level,Remote,Netherlands,59888,Netherlands,Large
Data Analytics Manager,Senior-level,On-site,Netherlands,133000,Netherlands,Large
Data Scientist,Mid-level,Hybrid,Netherlands,73546,Netherlands,Large
Data Scientist,Mid-level,Remote,Netherlands,54634,Netherlands,Small
Data Scientist,Mid-level,On-site,Netherlands,115573,Netherlands,Medium
Data Scientist,Mid-level,On-site,Netherlands,89306,Netherlands,Medium
Research Scientist,Executive-level,On-site,Netherlands,84053,Netherlands,Large
Machine Learning Engineer,Senior-level,Remote,Netherlands,59888,Netherlands,Large
BI Analyst,Senior-level,Remote,Nigeria,200000,Nigeria,Small
Data Scientist,Entry-level,Remote,Japan,40000,Malaysia,Large
Machine Learning Engineer,Senior-level,Remote,Mexico,255000,Mexico,Medium
Machine Learning Engineer,Senior-level,Remote,Mexico,185000,Mexico,Medium
Data Scientist,Mid-level,Remote,Mexico,30000,Mexico,Large
Data Science Engineer,Senior-level,Remote,Argentina,60000,Mexico,Large
Data Engineer,Mid-level,On-site,Lithuania,110446,Lithuania,Medium
Data Engineer,Mid-level,On-site,Lithuania,79178,Lithuania,Medium
Research Engineer,Entry-level,Hybrid,Japan,41809,Japan,Large
Data Science Consultant,Entry-level,Hybrid,Italy,24165,Italy,Medium
Data Management Specialist,Senior-level,On-site,Italy,68293,Italy,Large
Machine Learning Engineer,Entry-level,Remote,Iran,100000,Iran,Medium
Business Data Analyst,Entry-level,Remote,India,50000,India,Large
Machine Learning Engineer,Mid-level,Hybrid,India,20984,India,Large
Research Scientist,Mid-level,Remote,India,23000,India,Large
Computer Vision Engineer,Mid-level,Remote,India,15897,India,Medium
Business Data Analyst,Mid-level,Hybrid,India,18314,India,Large
Lead Data Scientist,Senior-level,On-site,India,56723,India,Large
Data Engineer,Mid-level,Hybrid,India,35610,India,Large
Principal Data Architect,Senior-level,Remote,India,38154,India,Large
Data Scientist,Entry-level,Hybrid,India,22892,India,Medium
Lead Machine Learning Engineer,Senior-level,Hybrid,India,95386,India,Large
Applied Machine Learning Scientist,Mid-level,Remote,India,30523,India,Small
Head of Machine Learning,Executive-level,Hybrid,India,76309,India,Large
Business Data Analyst,Mid-level,Remote,India,17805,India,Medium
